01/04/15,S,C.J. Spillman,GROIN,PROBABLE,,Dallas Cowboys
12/21/14,CB,Tyler Patmon,"KNEE, ANKLE",PROBABLE,,Dallas Cowboys
12/21/14,DE,George Selvie,THUMB,PROBABLE,,Dallas Cowboys
12/21/14,QB,Brandon Weeden,NOT INJURY RELATED,PROBABLE,,Dallas Cowboys
12/14/14,DE,Demarcus Lawrence,CHEST,PROBABLE,,Dallas Cowboys
12/04/14,T,Tyron Smith,ILLNESS,PROBABLE,,Dallas Cowboys
12/04/14,WR,Terrance Williams,FINGER,PROBABLE,,Dallas Cowboys
11/09/14,S,Barry Church,SHOULDER,PROBABLE,,Dallas Cowboys
11/09/14,G,Ronald Leary,GROIN,PROBABLE,,Dallas Cowboys
11/09/14,T,Jermey Parnell,CHEST,PROBABLE,,Dallas Cowboys
11/09/14,DE,Anthony Spencer,"KNEE, FOOT",PROBABLE,,Dallas Cowboys
11/02/14,CB,Brandon Carr,HAMSTRING,PROBABLE,,Dallas Cowboys
10/27/14,WR,Dez Bryant,SHOULDER,PROBABLE,,Dallas Cowboys
10/27/14,S,Jakar Hamilton,NOT INJURY RELATED,PROBABLE,,Dallas Cowboys
10/19/14,LB,Cameron Lawrence,THIGH,PROBABLE,,Dallas Cowboys
09/28/14,DT,Davon Coleman,KNEE,QUESTIONABLE,,Dallas Cowboys
09/28/14,TE,Gavin Escobar,KNEE,PROBABLE,,Dallas Cowboys
09/21/14,DT,Ken Bishop,ILLNESS,PROBABLE,,Dallas Cowboys
09/21/14,DE,Lavar Edwards,KNEE,QUESTIONABLE,,Dallas Cowboys
09/21/14,RB,Joseph Randle,CONCUSSION,QUESTIONABLE,,Dallas Cowboys
09/17/14,T,Darrion Weems,SHOULDER,&nbsp;,,Dallas Cowboys
09/02/14,DL,Chris Whaley,Knee,NFI,NFI. Out indefinitely,Dallas Cowboys
01/11/15,S,David Bruton Jr.,"CONCUSSION, NECK",PROBABLE,,Denver Broncos
01/11/15,T,Paul Cornick,TOE,PROBABLE,,Denver Broncos
01/11/15,G,Orlando Franklin,CONCUSSION,PROBABLE,,Denver Broncos
01/11/15,QB,Peyton Manning,THIGH,PROBABLE,,Denver Broncos
